creationDate|tweetText|likes|retweets
2015-08-27 18:11:36|Add your name if you believe that when women succeed, America succeeds: http://t.co/4fgrm8lVv3 #StandWithWomen|1931|888
2015-08-27 17:07:20|RT @WhiteHouse: Secretary @ErnestMoniz spent 40 years on the nuclear physics faculty at MIT. Watch him explain the #IranDeal science: http:…|0|671
2015-08-27 16:10:19|Meet Alexa—an @OFA supporter who knows there's no better time to fight for progress than now. http://t.co/WQQajLCqlO|690|220
2015-08-27 14:52:23|One organizer is sharing her story about continuing the fight for women’s rights: http://t.co/ts625eGIWV|1021|417
2015-08-26 22:13:43|This #WomensEqualityDay, say you'll continue the fight for progress. http://t.co/jsF29Z0GJj http://t.co/AmSm4f9r1W|4680|2961
2015-08-26 20:35:05|The fight for equality is not over. #WomensEqualityDay http://t.co/NBkDlgFYpc|3963|2781
2015-08-25 22:23:10|"""No challenge poses a greater threat to our future than climate change."" —President Obama http://t.co/sM8q8KdqtT #ActOnClimate"|1728|992
2015-08-25 21:11:44|"RT @WhiteHouse: ""We refuse to surrender the hope of a clean energy future to those who fear it and fight it."" —@POTUS: http://t.co/jmJUBHSL…"|0|814
2015-08-25 19:07:21|Thanks @NatlParkService for keeping our lands and waters beautiful for 99 years—and counting. #FindYourPark http://t.co/pJihAhHnVG|3537|1321
2015-08-25 17:27:58|These fellows are fighting for progress by building new digital organizing skills. Read more: http://t.co/mVjs9ly9wE|773|309
2015-08-25 15:26:51|Want to join the conversation on the #IranDeal? Add your name to get more information. http://t.co/pfZ13SZoUV|858|339
2015-08-25 00:13:04|LIVE: President Obama is speaking at the National Clean Energy Summit. http://t.co/nT5D3qut8D #NCES8|908|382
2015-08-24 23:51:34|RT @WhiteHouse: Big #ActOnClimate news today: @POTUS is announcing $1 billion in new clean energy commitments: http://t.co/WHt0jTqlev http:…|0|630
2015-08-24 23:15:38|Tune in at 8 p.m. ET to watch President Obama speak at the National Clean Energy Summit in Las Vegas: http://t.co/bJjH0wVLtF #NCES8|686|296
2015-08-24 22:11:00|President Obama is announcing a plan to make it easier and cheaper for homeowners to #SwitchToClean energy: http://t.co/uVZmnmUjLI|1263|609
2015-08-24 21:01:41|Investing in renewable energy helps fight climate change—and creates jobs. #ActOnClimate http://t.co/AnCmecZuV1|1418|854
2015-08-24 18:05:19|Find out how one young organizer is turning her outrage on the gender wage gap into action. http://t.co/FD1NKHdPwb|723|288
2015-08-24 15:22:19|Read why it's so important to stay informed and join the conversation on the #IranDeal. http://t.co/H4b91hsHex|1139|561
2015-08-22 16:39:45|"""Congress left town for five full weeks—and they left behind a stack of unfinished business."" —President Obama http://t.co/Cnv8PFW4De"|2161|970
2015-08-22 15:35:56|In the weekly address, President Obama discusses the need for Congress to pass a responsible budget. http://t.co/Cnv8PGdFuM|1528|448
2015-08-21 22:04:20|Add your name to get important information about the #IranDeal—and make sure you have all the facts: http://t.co/PX1krC7wxC|1266|528
2015-08-21 21:01:07|Leading scientists and non-proliferation experts are making their voices heard on the #IranDeal. http://t.co/uMyNmBwrvf|1835|1001
2015-08-21 19:10:19|Today, two women are making history—becoming the first to graduate from the @USArmy's Ranger School: http://t.co/psTAKusoO6|4268|2129
2015-08-21 17:22:28|July was the hottest month ever recorded: http://t.co/CMuoKLA8Cm|1432|895
2015-08-21 15:37:36|This is a big deal in the fight to curb climate change. #ActOnClimate http://t.co/kKd3iHCfbH|1747|797
2015-08-20 21:13:45|Getting the full story on something as big as the #IranDeal is important. Add your name to stay informed: http://t.co/V0CPOiaZfA|1343|545
2015-08-20 17:30:13|"Follow the new ""Letters to President Obama"" Tumblr—starting with a letter thanking the President for #Obamacare: http://t.co/qF2JfsfutZ"|922|316
2015-08-20 15:29:19|Don’t let climate change deniers set us back. Add your name to support the Clean Power Plan: http://t.co/sxMXJrfPB9|1512|733
2015-08-19 20:24:45|Give 42 a round of applause today. Happy birthday, @BillClinton. http://t.co/p6nryaFyzw|6441|2341
2015-08-19 19:08:38|Change starts with one voice speaking out. Read one organizer’s story about the fight for women’s rights: http://t.co/9d6XgZQhMh|1273|655
2015-08-19 17:58:40|New limits on methane pollution will help curb climate change and protect public health: http://t.co/lQNiKqDsZO #ActOnClimate|1047|489
2015-08-19 16:23:05|Be part of the @OFATruthTeam—and fight back with facts: http://t.co/Euq5nih3Rn http://t.co/HiU7jQ5m93|946|399
2015-08-19 14:58:56|Climate change deniers want to stop the Clean Power Plan. Don’t let them—add your name today: http://t.co/Qq3d4Eq8A7 #ActOnClimate|1182|642
2015-08-18 20:56:58|RT @WhiteHouse: The 19th Amendment was ratified 95 years ago, giving every American woman the right to vote → http://t.co/5ADQ37zkOC http:/…|0|2005
2015-08-18 17:45:22|Add your name if you're ready for cleaner, safer air: http://t.co/PWtDU81XGK #ActOnClimate http://t.co/rVnR9KDCCF|1845|793
2015-08-18 15:34:01|"RT @WhiteHouse: ""Emma Didlake served her country with distinction and honor, a true trailblazer for generations of Americans"" —@POTUS http:…"|0|332
2015-08-17 21:31:28|Read about President Obama's latest move to reduce methane gas pollution from landfills: http://t.co/oeyIiaMff3 #ActOnClimate|1043|468
2015-08-17 19:04:57|WATCH: Find out why President Obama is heading to Alaska at the end of the month. http://t.co/UyAmOWgqcG|1817|962
2015-08-17 16:41:55|Take a stand with state leaders committed to #ActOnClimate. Show your support for the Clean Power Plan: http://t.co/yo59OncP6E|1408|611
2015-08-17 15:04:58|Jon traveled 3,000 miles to change the conversation about climate change. Read more: http://t.co/IKrE4I0aY7 #ActOnClimate|1123|421
2015-08-15 14:42:56|In the weekly address, President Obama discusses efforts to improve community policing. Watch now: http://t.co/4FPtwXJxK1|1728|619
2015-08-14 21:41:24|A majority of Americans favor a pathway to citizenship for illegal immigrants living in America: http://t.co/xkyNrdtrzN|1858|777
2015-08-14 17:51:35|Studies show that #Obamacare is not “killing” full-time jobs like critics claim: http://t.co/9LlBJTkWgh|1474|766
2015-08-14 16:43:16|These three Marines lowered the American flag in #Cuba in 1961. Today, they raised it again: http://t.co/sxr8aseZjw|2004|1050
2015-08-14 15:26:37|Today is the 80th birthday of #SocialSecurity—a lifeline to millions of Americans. http://t.co/rBA99iZ1L8|3192|1488
2015-08-13 21:41:04|Read about Jon's 3,000 mile journey to fight climate change: http://t.co/RGFnfHnuXt #ActOnClimate|1064|390
2015-08-13 20:29:24|Retweet if you believe it's time for action on climate change. #ActOnClimate http://t.co/SUQYTCvC4n|3112|5099
2015-08-13 19:02:23|Read President Obama's powerful letter to the editor on restoring the Voting Rights Act: http://t.co/RP9f7l3cZb|1092|552
2015-08-13 16:47:04|President Obama is heading to Alaska—the front lines in the fight against climate change. http://t.co/UyAmOWgqcG|2206|1171
2015-08-13 15:15:12|"RT @WhiteHouse: ""Michelle and I send our best wishes to President Carter for a fast and full recovery."" —@POTUS http://t.co/BHfntH0Sh6"|0|1289
2015-08-12 21:19:17|Expanding overtime protections will be good for women and good for families. #FixOvertime http://t.co/UdJ0XURtJT|1570|628
2015-08-12 20:11:39|The uninsured rate is now down to single digits for the first time—thanks to #Obamacare: http://t.co/53zFd5DFHu http://t.co/XI0wBEyqZT|6392|3873
2015-08-12 18:45:15|Expanding overtime protections will benefit millions of families. Add your voice to show support: http://t.co/1dEr387TvO #FixOvertime|914|373
2015-08-12 17:38:30|Read these stories from working moms and see why we need to #FixOvertime: http://t.co/BqECRvoXrC|989|393
2015-08-12 16:25:28|"""What makes America special is our capacity to change."" —President Obama http://t.co/667n50AdOi"|1632|740
2015-08-12 15:07:30|Read about how expanding overtime protections would help millions of Americans—and women in particular: http://t.co/KVAWyshSqN #FixOvertime|968|435
2015-08-11 22:25:14|A new report shows that wind energy is booming—and now provides 73,000 jobs in the U.S. Read more: http://t.co/AmEOMN19SA #ActOnClimate|1683|913
2015-08-11 19:48:55|RT @WhiteHouse: Listen to @POTUS and @NPRInskeep discuss how the #IranDeal prevents Iran from obtaining a nuclear weapon → http://t.co/Bo7R…|0|458
2015-08-11 17:54:34|Check it out: President Obama answers tough questions on the #IranDeal in an interview with @micnews. http://t.co/Wo1LsBqatU|788|376
2015-08-11 16:19:13|Renewable energy is good for the economy. #ActOnClimate http://t.co/ldkt4VIZ6O|1976|995
2015-08-10 21:15:48|The President took readers' questions on the #IranDeal in an interview with @micnews. Check it out: http://t.co/S7O0BpQ9S0|854|341
2015-08-10 19:24:36|DYK: States that embraced #Obamacare and expanded Medicaid are seeing huge drops in uninsured rates. http://t.co/ZpEKFQRFhz|1405|517
2015-08-10 15:51:04|Show your support for this historic step in the fight to #ActOnClimate: http://t.co/qe1rSxCjZ3 http://t.co/TSqzetgmKp|2440|1069
2015-08-08 17:10:48|"""The right to vote is one of the most fundamental rights of any democracy."" —President Obama http://t.co/zNNdRuhxQU #VRA50"|2784|1528
2015-08-08 15:44:03|In the weekly address, the President commemorates the 50th Anniversary of the Voting Rights Act: http://t.co/zNNdRuz9fu #VRA50|1396|525
2015-08-07 20:53:50|ICYMI: Read President Obama's thoughts on the 50th anniversary of the Voting Rights Act. http://t.co/mIRART1a0O #VRA50|1401|579
2015-08-07 18:26:48|Cleaner air is safer air. #ActOnClimate http://t.co/tC52FUN8kx|1862|850
2015-08-07 16:20:59|The economy is still improving—but there's more work to do. Read more about the latest jobs report: http://t.co/0Xn8GMXLbd|1114|430
2015-08-07 13:43:13|The economy added 215,000 jobs in July—marking a record-breaking 65 consecutive months of private-sector job growth.|2748|1262
2015-08-06 21:24:44|"""You've been a great gift to the country."" —President Obama to Jon Stewart on @TheDailyShow #JonVoyage http://t.co/ku6QZx2nE1"|8478|4378
2015-08-06 20:07:10|RT @OFA: Watch this video to find out why the Clean Power Plan matters in the fight to #ActOnClimate: http://t.co/klSUC5Wbtj|0|162
2015-08-06 18:27:50|LIVE: President Obama is speaking about the 50th anniversary of the Voting Rights Act. http://t.co/Qu2IFiNFgK #VRA50|1141|467
2015-08-06 15:21:50|Find out how you can support the Clean Power Plan. Read President Obama's message: http://t.co/kQLsS3m0P1 #ActOnClimate|1188|519
2015-08-05 22:04:29|Stand with state leaders who are fighting to #ActOnClimate with the Clean Power Plan: http://t.co/g2JLglfGrS|1437|644
2015-08-05 20:38:31|From @Deese44: Read why the Clean Power Plan is vital to the fight against climate change: http://t.co/QPHdcuYzv2 #ActOnClimate|1040|402
2015-08-05 17:01:55|"""It is surely the pursuit of peace that is most needed in this world so full of strife."" —President Obama #IranDeal"|2172|1226
2015-08-05 16:59:42|"""As members of Congress reflect on their pending decision, I urge them to set aside political considerations.” —President Obama #IranDeal"|977|341
2015-08-05 16:58:11|"""As Americans, we should be proud of this achievement."" —President Obama #IranDeal"|1136|375
2015-08-05 16:56:51|"""Now we have before us a solution that prevents Iran from obtaining a nuclear weapon without resorting to war."" —President Obama #IranDeal"|1172|504
2015-08-05 16:54:19|"""President Kennedy warned Americans not to see conflict as inevitable. It is time to apply such wisdom.” —President Obama #IranDeal"|1727|992
2015-08-05 16:53:01|"""I have repeatedly challenged anyone opposed to this deal to put forward a better, plausible alternative."" —President Obama #IranDeal"|1206|589
2015-08-05 16:51:33|"""When we carefully examine the arguments against this deal, none of them stand up to scrutiny.” —President Obama #IranDeal"|877|356
2015-08-05 16:49:40|"""If Iran violates this deal, we will have ample opportunity to respond."" —President Obama #IranDeal"|817|333
2015-08-05 16:47:45|"""Worry less about being labeled weak. Worry more about getting it right.” —President Obama #IranDeal"|2091|1298
2015-08-05 16:46:11|"""How can we in good conscience justify war before we have tested a diplomatic agreement that achieves our objectives?"" —President Obama"|1462|813
2015-08-05 16:44:47|“The choice we face is ultimately between diplomacy or some sort of war.” —President Obama #IranDeal|822|396
2015-08-05 16:42:51|“Walk away from this agreement and you will get a better deal—for Iran.” —President Obama #IranDeal|774|308
2015-08-05 16:41:37|“Those who say we can walk away from this deal and maintain sanctions are selling a fantasy.” —President Obama #IranDeal|847|407
2015-08-05 16:40:38|"""We will continue to have sanctions in place on Iran's support for terrorism and violation of human rights.""—President Obama #IranDeal"|708|316
2015-08-05 16:39:30|“There is no scenario where sanctions relief turns Iran into the region's dominate power.” —President Obama #IranDeal|676|290
2015-08-05 16:38:19|“An argument against sanctions relief is effectively an argument against any diplomatic solution.” —President Obama #IranDeal|694|341
2015-08-05 16:37:05|"""Without this deal, the scenarios that critics warn about happening in 15 years could happen six months from now."" —President Obama"|745|354
2015-08-05 16:35:47|"""The bottom line is, if Iran cheats, we can catch them—and we will."" —President Obama #IranDeal"|800|367
2015-08-05 16:34:19|“This deal is not just the best choice among alternatives—this is the strongest non-proliferation agreement ever.” —President Obama|730|296
2015-08-05 16:32:42|“If Iran violates the agreement over the next decade all of the sanctions can snap back in to place.” —President Obama #IranDeal|727|339
2015-08-05 16:30:59|"""Iran has powerful incentives to keep its commitments."" —President Obama #IranDeal"|632|211
2015-08-05 16:29:52|"""This deal shuts off the type of covert program Iran has pursued in the past.” —President Obama #IranDeal"|605|294
2015-08-05 16:27:26|"""In July, we reached a comprehensive plan of action that meets our objectives."" —President Obama #IranDeal"|597|215
2015-08-05 16:26:16|"""What was once proclaimed as a historic mistake is now held up as a success."" —President Obama #IranDeal"|682|291
2015-08-05 16:25:17|“The progress of Iran's nuclear program was halted for the first time in a decade.” —President Obama #IranDeal|629|281
2015-08-05 16:22:19|"""It was diplomacy that ratcheted up the pressure on Iran."" —President Obama #IranDeal"|680|250
2015-08-05 16:20:40|"""Winning this global buy-in was not easy. I know. I was there."" —President Obama #IranDeal"|701|244
2015-08-05 16:19:37|"""What made our new approach more effective was our ability to draw upon new U.N. Security Council resolutions."" —President Obama #IranDeal"|594|219
2015-08-05 16:18:33|“It was our very willingness to negotiate that helped America rally the world to our cause.” —President Obama #IranDeal|696|270
2015-08-05 16:16:42|"""I have also made clear my preference for a peaceful diplomatic resolution of the issue."" —President Obama #IranDeal"|877|347
2015-08-05 16:14:57|"""Even before taking office, I made clear that Iran would not be allowed to acquire a nuclear weapon on my watch."" —President Obama #IranDeal"|850|340
2015-08-05 16:13:42|"""The question then is not whether to prevent Iran from obtaining a nuclear weapon, but how."" —President Obama #IranDeal"|739|302
2015-08-05 16:12:34|"""Now more than ever, we need clear thinking in our foreign policy."" —President Obama #IranDeal"|841|384
2015-08-05 16:10:30|“More than a decade later, we still live with the consequences of the decision to invade Iraq.” —President Obama #IranDeal|1277|763
2015-08-05 15:58:39|LIVE: President Obama is speaking at @AmericanU about the importance of the #IranDeal. http://t.co/pdVL3s6FuY|572|249
2015-08-05 14:29:09|Tune in at 11:20 a.m. ET to watch President Obama discuss the historic #IranDeal at @AmericanU: http://t.co/kIskcVxC0h|768|359
2015-08-04 21:13:10|Help President Obama celebrate another great year—wish him a happy birthday: http://t.co/CHVz44cTcH #44turns54 http://t.co/r8aa6ZgfRe|5500|2108
2015-08-04 18:54:59|The Clean Power Plan is the most important step we've ever taken to #ActOnClimate—show your support: http://t.co/kMSTiiFyyn|1705|810
2015-08-04 17:21:15|WATCH: We only get one planet—that's why it's so important to #ActOnClimate. http://t.co/1blXJGfptg|2690|1641
2015-08-04 15:16:38|It's President Obama's birthday. Wish him a happy 54th: http://t.co/UN7hcB9IYX #44Turns54 http://t.co/x0U8OV7bro|13856|8576
2015-08-03 21:46:16|RT @WhiteHouse: President Obama's #CleanPowerPlan will ↓ carbon pollution from power plants by 32% by 2030 → http://t.co/knl0MOnPuy http://…|0|1272
2015-08-03 19:07:37|If you're committed to #ActOnClimate, support the Clean Power Plan—add your name now: http://t.co/kWMuOwfi2N http://t.co/rAFdvL9DZm|2150|1317
2015-08-03 18:14:53|LIVE: President Obama is speaking about fighting climate change with the Clean Power Plan. http://t.co/7Oc50aI2Hh #ActOnClimate|1098|672
2015-08-03 17:05:01|Tune in at 2:15 p.m. ET to watch President Obama discuss the importance of the Clean Power Plan: http://t.co/7Oc50aI2Hh #ActOnClimate|837|384
2015-08-03 16:00:50|Celebrate President Obama's birthday by wishing him a happy 54th: http://t.co/pHqzMNujF7 #44Turns54 http://t.co/IqnRnAraM8|7368|4382
2015-08-02 19:54:43|"RT @WhiteHouse: BREAKING: On Monday, @POTUS will release his #CleanPowerPlan—the biggest step we've ever taken to #ActOnClimate.
https://t.…"|0|7141
2015-08-02 18:50:43|Guess who has a birthday coming up? (Hint: It's #44.) http://t.co/3YdVzP2R5M http://t.co/GKsWzH4T0T|2847|870
2015-08-01 23:00:37|"""This week ... Medicare and Medicaid turned 50 years old. And that’s something worth celebrating."" —President Obama http://t.co/SZ9Yn5PxjP"|2014|682
2015-08-01 17:55:28|In the weekly address, President Obama discusses the impact of Medicare and Medicaid on the 50th anniversary: http://t.co/SZ9Yn5PxjP|1091|476
2015-08-01 16:19:18|"To: President Obama
Happy 54th!
From: You

Wish the Commander-in-Chief a happy birthday: http://t.co/uwpjBtuiQx http://t.co/WTs36BCjkE"|5532|2374
2015-07-31 19:43:19|Tell the Organizer-in-Chief happy birthday—sign @OFA's card: http://t.co/ZdPdn9EEnG #44Turns54|1781|546
2015-07-31 17:27:16|Across the country, @OFA volunteers are making a difference in the fight to #RaiseTheWage: http://t.co/ENbPyryj60|778|307
2015-07-31 15:46:19|Sign @OFA's birthday card for President Obama: http://t.co/ZdPdn9EEnG #44Turns54 http://t.co/58CrYK8VU5|2213|761
2015-07-30 22:26:23|RT @MedicareGov: For 50 years #Medicare #Medicaid have been changing American lives. Happy Birthday #Medicare! #KeepingUSHealthy http://t.c…|0|524
2015-07-30 21:17:22|Help President Obama cap off a great year. Wish him a happy birthday: http://t.co/IgiBLr6ZzI #44Turns54 http://t.co/fCnSmJTUw1|6381|2255
2015-07-30 19:44:57|RT @BarbraStreisand: 97% of scientists agree, climate change is real and humans are a significant contributor. It’s time to #ActOnClimate|0|1316
2015-07-30 17:33:14|Solar energy is booming. #ActOnClimate http://t.co/sQ8YnZhOT0|2453|1256
2015-07-30 16:13:11|"RT @WhiteHouse: Climate change threatens every country on the planet.
No nation is immune.
RT if you agree we need to #ActOnClimate. http:/…"|0|2868
2015-07-29 16:40:31|You don't have to be a policy expert to make a difference on issues like climate change: http://t.co/sFa47ryB64|1823|795
2015-07-28 21:35:37|ICYMI: Some of America's largest businesses are investing in clean energy to cut carbon pollution. http://t.co/RjulSvDQ2S #ActOnClimate|1696|762
2015-07-28 19:52:37|Study shows #Obamacare leads to fewer uninsured Americans, better health, and improved access to care: http://t.co/BHHop7ZRU6|1616|756
2015-07-28 16:14:55|Read how @OFA is training the next generation of digital organizers: http://t.co/ztqzw1tVjg #OFAFellows http://t.co/BBKr9KzZnK|757|306
2015-07-27 21:33:40|Join the team that's spreading the truth on the most important issues: http://t.co/DA41tujpkV|1080|420
2015-07-27 18:20:30|It's the final week of #NationalIceCreamMonth—better take advantage. http://t.co/WQk1T37XhU|3919|1452
2015-07-27 16:01:52|American businesses are pledging $140 billion to reduce carbon pollution and #ActOnClimate: http://t.co/f81RNHZVRq|1689|810
2015-07-25 21:00:16|"""We should reward drive, innovation, and fair play. That’s what Wall Street reform does."" —President Obama http://t.co/rGB5qX5ebE"|1758|773
2015-07-25 20:04:56|In the weekly address, President Obama discusses the progress we've made because of Wall Street reform: http://t.co/rGB5qX5ebE|1005|356
2015-07-24 21:13:22|See what your state's minimum wage is with this state-by-state tracker: http://t.co/uXqZr47QeI #RaiseTheWage|1224|569
2015-07-24 19:06:17|Some states are making real progress to #RaiseTheWage. Read more: http://t.co/6wtxa7AY8m|1232|534
2015-07-24 17:23:26|Have questions about the historic #IranDeal? Follow @TheIranDeal for information and updates. #FF|937|357
2015-07-23 21:51:04|Investing in energy efficiency and renewable energy will help cut consumer electricity bills. Read more: http://t.co/tmFMYxCR7B|1796|813
2015-07-23 19:52:54|States across the country are taking action to #RaiseTheWage for hard-working residents: http://t.co/NAcMibPomz|1306|551
2015-07-23 17:47:22|Great news: Jobless claims just fell to the lowest level in four decades. http://t.co/sBG4AoHEvf|2164|1076
2015-07-23 16:17:49|Carbon pollution from power plants is being reduced, even as the economy grows. Read more: http://t.co/djv2Wdqa9i #ActOnClimate|1335|565
2015-07-22 20:57:05|The President's #ImmigrationAction will be good for the economy—but opponents are standing in the way: http://t.co/jpWzOdt71b|1171|547
2015-07-22 16:43:44|"Check out the President's final appearance on @TheDailyShow—and his newest ""executive order"": http://t.co/E9BGlTyEaS http://t.co/ku6QZx2nE1"|2077|784
2015-07-21 19:25:10|"RT @WhiteHouse: The blue marble.
It's our home.
And soon, @NASA's #DSCOVR will be able to take full snapshots of it every few hours. http:/…"|0|1222
2015-07-21 17:32:40|Nearly 10,000 Americans turn 65 every day. Stand up for a society that's ready for a changing America: http://t.co/X64z08SrrV|1411|558
2015-07-21 15:17:27|Opponents of common-sense immigration reform are standing in the way of progress: http://t.co/3Iw3AapS44|1050|472
2015-07-20 22:01:18|"""We still have more to do to make sure that people with disabilities are paid fairly for their labor."" —President Obama #ADA25"|2234|1055
2015-07-20 21:47:25|"""This is not just about American rights. It's about human rights."" —President Obama #ADA25"|2278|986
2015-07-20 21:45:17|"""A few years ago I issued an executive order requiring the federal government to hire more Americans with disabilities."" —President Obama"|1596|559
2015-07-20 21:42:32|"""Days like today are a celebration of our history. But they're also a chance to rededicate ourselves to the future."" —President Obama #ADA25"|1321|601
2015-07-20 21:34:21|LIVE: The President is speaking about the 25th anniversary of the Americans with Disabilities Act. http://t.co/oVV8xbRY1B|949|370
2015-07-20 20:18:11|Tune in at 5:00 p.m. ET to watch the President speak on the 25th anniversary of the Americans with Disabilities Act: http://t.co/Sqldv81SWc|772|360
2015-07-20 19:09:01|"""We are not just Americans, but citizens of Earth."" —@StationCDRKelly http://t.co/eOShEche3z http://t.co/nGPsTVC4Hh"|3441|1660
2015-07-20 16:17:51|Stand with the President's plan to make sure more people have access to a secure and dignified retirement: http://t.co/WtNBWEuylf|1300|498
2015-07-18 15:04:30|"""This deal will make America and the world safer and more secure."" —President Obama on the #IranDeal http://t.co/khCtEXhIhA"|1988|775
2015-07-18 13:39:37|In the weekly address, President Obama explains the comprehensive #IranDeal: http://t.co/khCtEXhIhA|1090|473
2015-07-17 20:43:27|Read how @OFA volunteers are pushing to #RaiseTheWage in their communities: http://t.co/poKSUQWdqF http://t.co/l3sk0J6875|1307|509
2015-07-17 19:17:19|Yesterday, President Obama became the first sitting president to visit a federal prison. Read some of the highlights: http://t.co/iFbW3JbVTn|2196|1134
2015-07-17 17:44:03|"""From my family to yours, Eid Mubarak!"" —President Obama"|6604|4348
2015-07-17 15:19:06|Read why these three congressmen believe #Obamacare is working: http://t.co/DnLecRlOkg|1014|412
2015-07-16 17:47:24|Read how President Obama is laying the groundwork for criminal justice reform: http://t.co/6kkFqjgec0|1664|777
2015-07-15 23:07:21|LIVE: The President is speaking about expanding high-speed broadband to low-income households. http://t.co/3h1KoOsz6I|1480|645
2015-07-15 22:19:01|Tune in at 6:45 p.m. ET to watch President Obama speak about ensuring internet access for all Americans: http://t.co/05jdLoUYOP|1004|436
2015-07-15 20:04:56|Taking #ImmigrationAction is the right thing to do. http://t.co/Qmkkv3dqfr|1301|586
2015-07-15 17:26:54|LIVE: President Obama is speaking about the #IranDeal. http://t.co/joV3LKXZZ9|848|394
2015-07-15 15:45:49|Read the emotional exchange between the President and a former addict: http://t.co/csvvHUJ7cE|1328|597
2015-07-14 22:06:55|"""If we keep taking steps toward a more perfect union ... America will move forward. There's nothing we can't do."" —President Obama"|2216|935
2015-07-14 22:05:22|"""We cannot ignore the problems that we have, but we can't stop running the race."" —President Obama"|2005|1028
2015-07-14 22:04:12|"""We are not perfect, but we have the capacity to be more perfect—mile after mile, step after step."" —President Obama"|2515|1654
2015-07-14 22:03:19|"""Justice and redemption go hand in hand."" —President Obama"|1718|876
2015-07-14 22:02:24|"""Justice is living up to the common creed that I am my brother's keeper and I am my sister's keeper."" —President Obama"|1680|848
2015-07-14 22:01:16|"""Justice is making sure that every young person knows that they are special and their lives matter."" —President Obama"|2223|1470
2015-07-14 21:59:52|"""Justice is not only the absence of oppression—it is the presence of opportunity."" —President Obama"|2037|1632
2015-07-14 21:57:28|"""Let's reward prisoners with reduced sentences if they complete programs that make them less likely to repeat an offense."" —President Obama"|2159|1053
2015-07-14 21:56:31|"""I've asked my Attorney General to start a review of the overuse of solitary confinement in our federal prisons."" —President Obama"|1908|1012
2015-07-14 21:55:19|"""We should not tolerate conditions in prison that have no place in any civilized country."" —President Obama"|1804|868
2015-07-14 21:54:02|"""On Thursday, I will be the first sitting president to visit a federal prison."" —President Obama"|3061|1774
2015-07-14 21:52:39|"""We should pass a sentencing reform bill through congress this year."" —President Obama"|1444|731
2015-07-14 21:51:31|"""For nonviolent drug crimes, we need to lower long mandatory minimum sentences—or get rid of them entirely."" —President Obama"|3567|2523
2015-07-14 21:48:02|"""Don't just tag them as future criminals. Reach out to them as future citizens."" —President Obama"|2197|1231
2015-07-14 21:46:43|"""We have to restore trust between our police and some of the communities where they serve."" —President Obama"|1508|780
2015-07-14 21:45:47|"""We gotta make sure boys and girls in those communities are loved and cherished and nurtured and invested in."" —President Obama"|1682|892
2015-07-14 21:44:41|"""What doesn't make sense is treating entire neighborhoods as danger zones."" —President Obama"|1734|1089
2015-07-14 21:43:47|"""We recognize that every child deserves opportunity. Not just some. Not just our own."" —President Obama"|2035|1318
2015-07-14 21:42:50|"""One study found that for every dollar we invest in Pre-K, we save at least twice that in reduced crime."" —President Obama"|2183|1500
2015-07-14 21:41:45|"""If we make investments early in our children, we will reduce the need to incarcerate those kids."" —President Obama"|2131|1703
2015-07-14 21:40:24|"""I believe crime is like any other epidemic—we need to stop it before it starts."" —President Obama"|1573|885
2015-07-14 21:39:09|"""For the first time in 40 years, America's crime rate and incarceration rate went down at the same time."" —President Obama"|1533|842
2015-07-14 21:37:59|"""This is a cause that is bringing people in both houses of Congress together."" —President Obama"|745|321
2015-07-14 21:36:58|"""Mass incarceration makes our country worse off—and we need to do something about it."" —President Obama"|1658|1126
2015-07-14 21:35:53|"""Our criminal justice system isn't as smart as it should be."" —President Obama"|1692|1264
2015-07-14 21:34:49|"""Our nation is being robbed of men and women who could be workers and taxpayers."" —President Obama"|1458|931
2015-07-14 21:32:59|"""Around one million fathers are behind bars. Around one in nine African-American kids has a parent in prison."" —President Obama"|1569|1516
2015-07-14 21:29:52|"""African Americans are more likely to be arrested. They are more likely to be sentenced to more time for the same crime."" —President Obama"|2261|2423
2015-07-14 21:28:30|"""A growing body of research shows that people of color are more likely to be frisked, stopped, questioned, detained."" —President Obama"|1897|1767
2015-07-14 21:27:20|"""African Americans and Latinos make up 30 percent of our population. They make up 60 percent of our inmates."" —President Obama"|2365|2804
2015-07-14 21:26:22|"""Roughly one-third of the Justice Department's budget now goes toward incarceration."" —President Obama"|1032|901
2015-07-14 21:24:51|"""For $80 billion we could double the salary of every high school teacher in America."" —President Obama"|2877|2386
2015-07-14 21:24:19|"""Every year, we spend $80 billion to keep those folks incarcerated."" —President Obama"|1492|1635
2015-07-14 21:23:27|"""In far too many cases the punishment does not fit the crime."" —President Obama"|1837|1460
2015-07-14 21:22:41|"""Over the last few decades, we've locked up more and more nonviolent drug offenders for longer than ever before."" —President Obama"|1500|1286
2015-07-14 21:21:01|"""If we're going to deal with this problem, and the inequities involved, we're going to have to speak honestly."" —President Obama"|1175|687
2015-07-14 21:20:04|"""Our prison population has doubled in the last two decades alone."" —President Obama"|1093|734
2015-07-14 21:18:58|"""In 1980, there were 500,000 people behind bars in America ... Today, there are 2.2 million."" —President Obama"|1285|1273
2015-07-14 21:17:48|"""The United States is home to 5 percent of the world's population, but 25 percent of the world's prisoners."" —President Obama"|1788|1957
2015-07-14 21:13:30|"""In too many cases our criminal justice system becomes a pipeline from underfunded schools to overcrowded jails."" —President Obama"|1845|1626
2015-07-14 21:12:14|"""There is a long history of inequity in the criminal justice system in America."" —President Obama"|1252|956
